PromEnh,PromOnly
GPR132,CTNNBIP1
PRSS22,DENND1C
ST6GAL1,MAGEB1
ELOVL5,MEIS3
GPC1,ABCA6
SERP2,EMP2
PAPD4,SLC13A5
SLC6A3,ADK
REV3L,HACD3
CCL1,OR2T27
CEP162,TMEM8C
TMC6,HMOX2
CHST15,ZKSCAN7
CBX2,PLA2G4D
MACROD2,ABCB7
NAA25,TTBK1
PFDN1,HSPA4L
KLRG2,RCAN1
FOXP4,ACSL1
WISP1,MLH1
VASH1,CCDC122
CACNB4,LRRC2
SOX10,PHYHIPL
PWWP2B,ALOX12B
KHDRBS3,RYK
SMNDC1,KRT80
WDR5B,ZNF570
MGLL,CCDC129
GLP1R,DNAJC17
YWHAG,PLEKHM1
NFATC2,SLCO1B3
KIF1A,HIST1H2AH
MFAP3L,NFATC1
UACA,TLR2
MYEOV2,CEP104
ORMDL1,TCEB1
MTMR12,TSC22
CACNA1E,NMRAL1
LAMA5,TRIM71
QTRT1,IQGAP2
LRRC52,ADAMTS5
PIP4K2A,ST8SIA6
SEC11C,ZNF580
SYTL2,TMC6
RGS20,VPS36
UNK,HIST1H2AK
GFM2,ATP6IP2
NCAPG2,NUPR1L
PDZD2,DDIT4
CGRRF1,STARD8
CANT1,CHDH
SETD5,BRD1
CASP4,MKX
TUBB,CAPN11
FXYD6-FXYD2,MPDZ
SCUBE1,TTPAL
CTNND2,GHSR
C9orf69,ARID5B
C4B,WIPF3
ZNF326,DSG3
AADACL4,KIR3DL2
NPY1R,SMG9
PTPRF,KRTAP5-8
PRKAA2,TREX1
ING1,TMEM180
CAPRIN1,TIMM8A
OTOP2,CRIP1
DNAJC4,CYP21A2
KIAA0922,NPPC
ELK4,RAC2
HEXIM2,OGDHL
EGR1,PLEC
MTA3,BCOR
YWHAH,MED22
WDSUB1,FAM20B
CRADD,ZNF354C
CKAP4,CSTA
MTFR1L,RGMA
CDV3,ZNF502
BOD1L1,LINGO1
TAPT1,SLC7A5
